id,user_id,note_date,content,tags,created_at,updated_at
04a09ddb-f1f5-411e-8c8a-cd01186ff0f3,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2026-01-03,"<ol><li><p>Following Data entered for Rote PR December 2025. Today was Last date for the entries. <br></p><table class=""border-collapse table-auto w-full my-4 border border-gray-300 dark:border-gray-600"" style=""min-width: 325px;""><colgroup><col style=""min-width: 25px;""><col style=""min-width: 25px;""><col style=""min-width: 25px;""><col style=""min-width: 25px;""><col style=""min-width: 25px;""><col style=""min-width: 25px;""><col style=""min-width: 25px;""><col style=""min-width: 25px;""><col style=""min-width: 25px;""><col style=""width: 100px;""></colgroup><tbody><tr><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>RID</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>Name of the Route</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>RKM</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>Fibre Capacity</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>Lead In</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>Jt. Roll</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>O/H</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>Total (OFC Laid)</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>Detail Estimate No.</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 p-2 font-semibold text-left"" colspan=""1"" rowspan=""1"" colwidth=""100""><p><strong>Whether AT Offered or Not</strong></p></th></tr><tr><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>257510</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>FARTABAD BYPASS-FARTABAD DHALAI BRIDGE-01</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1.2</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>24F</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>70</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>30</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1100</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1200</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>CM/24/000202.01</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""100""><p>YES</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>257511</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>GOBINDAPUR PCM-BARUIPUR II BTS-01</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1.95</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>24F</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>80</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>20</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1849</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1949</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>CM/24/000201.05</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""100""><p>YES</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>257512</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>BARUIPUR PCM-BJC OPP WELKIN SCHOOL JC-01</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1.93</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>24F</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>110</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>40</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1779</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1929</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>CM/24/000202.04</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""100""><p>YES</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>258046</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>BJC NATUNPALLY RAIL CROSSING-BJC SUBHASGRAM HOSPITAL ROAD-01</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1.95</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>24F</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>0</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>80</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1870</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1950</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>CM/24/000201.07</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""100""><p>YES</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>258498</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>SNP GHASIARA BTS-BJC NEAR GHASIARA BIDYAPITH-01</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1.65</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>24F</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>0</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>80</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1570</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1650</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>CM/24/000201.04</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""100""><p>YES</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>258500</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>MISSION PCM-BJC KRISHNA APARTMENT-01</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1.4</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>24F</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>20</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>80</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1300</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>1400</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>CM/24/000201.08</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""100""><p>YES</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>258515</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>BARUIPUR RAILWAY CROSSING BTS-BJC PADMAPUKUR-01</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>0.9</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>24F</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>40</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>30</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>830</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>900</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1""><p>CM/24/000202.02</p></td><td class=""border border-gray-300 dark:border-gray-600 p-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""100""><p>YES</p></td></tr></tbody></table></li><li><p>Checked CPAN EMS, Tejas Systems, CMTS CTD website, Prabal Plus, and Transnet for any faults. No transmission faults were found, and no tickets were assigned up to 12:30 PM.</p></li><li><p>OFC reading taken for Sonarpur-Bantala 24F (route lengths and route losses)</p></li><li><p>OFC reading taken for Sonarpur-Natunpally 12F (route lengths and route losses)</p></li><li><p>OFC reading taken for Sonarpur-MissionPally 24F (route lengths and route losses)</p></li><li><p>OFC reading taken for Sonarpur-Sonarpur-3 24F (route lengths and route losses)</p></li><li><p>OFC reading taken for Sonarpur-Sonarpur BTS 12F (route lengths and route losses)</p></li><li><p>OFC reading taken for Sonarpur-AP Nagar BBNL 24F (route lengths and route losses)</p></li></ol><p></p><p></p><p></p><p></p><p></p><p></p>",[],2026-01-03 07:07:42.052+00,2026-01-03 07:07:42.052+00
08b35873-2744-4d67-9eb8-4c616b89424d,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2026-01-01,"<ol><li><p><strong>Route survey</strong> has been done from Gobindapur Exchange to Khasmallick SBI_ JC for <strong>KML</strong> creation of DPR OFC.</p></li><li><p>OFC <strong>planned route created</strong> between Gobindapur Exchange to Khasmallick SBI_ JC on <strong>Transnet</strong>.</p></li><li><p>Checked CPAN EMS, Tejas Systems, CMTS CTD website, Prabal Plus, and Transnet for any faults. No transmission faults were found, and no tickets were assigned up to 6:00 PM.</p></li></ol><p></p>","[""route"",""survey"",""transnet"",""dpr""]",2026-01-01 08:12:02.41304+00,2026-01-01 08:12:02.41304+00
0b059d5a-cbd4-42cc-b885-b474c9ff1011,ceedaef4-18d6-46c9-9602-ee32c4d83e80,2026-01-02,<ol><li><p>Taken OFC route distance and cumulative loss for Sonarpur-Abantipur 48F rehab route.</p></li><li><p>Taken OFC route distance and cumulative loss for Sonarpur-Harinavi 48F rehab route.</p></li><li><p>Taken OFC route distance and cumulative loss for Sonarpur-Harinavi straight 24F route.</p></li><li><p>Taken OFC route distance and cumulative loss for Sonarpur-Harinavi 12F route.</p></li><li><p>Put through 10G DL of Abantipur-Sonarpur CPAN.</p></li><li><p>Taken OFC route distance and cumulative loss for Sonarpur-AP Nagar 24F route.</p></li></ol><p></p><p></p><p></p>,"[""10G"",""CPAN"",""Abantipur"",""ofc"",""measurement""]",2026-01-02 06:37:21.986021+00,2026-01-02 06:37:21.986021+00
129a0172-ff18-4a9c-b379-373b934b0e6f,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-13,"<p>Today visited Mahinagar_Gobindapur RSU_Gobindapur BTS for 4G MAAN RING execution job.</p><p>The ring is made with Harinavi-Baruipur 24F OFC having termination at Gobindapur From F-13 to F-24</p><p>4G MAAN RING details as follows:</p><table class=""border-collapse table-auto min-w-full my-4 border border-gray-300 dark:border-gray-600"" style=""min-width: 197px;""><colgroup><col style=""min-width: 25px;""><col style=""width: 122px;""><col style=""min-width: 25px;""><col style=""min-width: 25px;""></colgroup><tbody><tr><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 !px-3 !py-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>END A</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 !px-3 !py-2 font-semibold text-left"" colspan=""1"" rowspan=""1"" colwidth=""122""><p><strong>Fiber_Pair</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 !px-3 !py-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>END B</strong></p></th><th class=""border border-gray-300 dark:border-gray-600 bg-gray-100 dark:bg-gray-800 !px-3 !py-2 font-semibold text-left"" colspan=""1"" rowspan=""1""><p><strong>Fibre_Pair</strong></p></th></tr><tr><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Harinavi MAAN</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""122""><p></p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Kodalia 4G BTS MAAN</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p></p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Kodalia 4G BTS MAAN</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""122""><p></p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Mahinagar 4G BTS MAAN</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p></p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Mahinagar 4G BTS MAAN</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""122""><p>F-5 &amp; F-8</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Gobindapur RSU</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>F-21 &amp;F-24</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Gobindapur RSU</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""122""><p>F-21 &amp; F-24</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Gobindapur 4G BTS MAAN</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>F-9 &amp; F-10</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Gobindapur 4G BTS MAAN</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""122""><p>F-9 &amp; F-10</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Gobindapur RSU</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>F-11 &amp;F-12</p></td></tr><tr><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Gobindapur RSU</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1"" colwidth=""122""><p>F-11 &amp;F-12</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>Harinavi MAAN</p></td><td class=""border border-gray-300 dark:border-gray-600 !px-3 !py-2 align-top relative"" colspan=""1"" rowspan=""1""><p>F-16 &amp; F-20</p></td></tr></tbody></table><p></p>",[],2025-12-13 00:00:00+00,2025-12-13 00:00:00+00
15ed7374-d739-4f90-989c-1bcc36336c17,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-16,"<ol><li><p>Uploaded photos and videos at 9 places(4 photos and 1 video at each place) for 1950m route of JC near Subhasgram Bank plot to JC at Rail crossing near Natunpally on Transnet.</p></li><li><p>Created 3 planned routes on transnet: a) M TXC KD HARINAVI SNP GHASIARA BTS-BJC KD HNV AERIAL JC NEAR GHASIARA BIDYAPITH-01 , 258498 , 1650m b) M TXC KD HARINAVI BRP RLY XING BTS-BJC KD HNV PADMAPUKUR-01, 258499, 900m and c) M TXC KD HARINAVI MISSION PCM-BJC KD HNV KRISHNA APARTMENT-01 , 258500, 1400m.</p></li><li><p>Created kml file for Sonarpur Ghasiara BTS to JC near Sonarpur Bidyapith.</p></li><li><p>Created kml file for Baruipur Rail crossing to JC near Padmapukur.</p></li><li><p>Assisted TI unit for survey work for Sonarpur, Milan Pally IB leased ckt.</p></li></ol><p></p>",[],2025-12-16 00:00:00+00,2025-12-16 00:00:00+00
1dbe6b2e-e2f0-480f-9459-b4ce4347770a,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-10-29,"Attenteded SBI Baruipur Bazar fault, LC Id- 1000122714.Local mac was not being received. Checked the optical fibers and found them OK. There was an optical power loss in the media. The power loss was due to a fault in the HUAWEI port — the Tx power at the port itself was -17 dBm. Changing the SFP did not resolve the issue.

Configuration was done in Tejas and the details were posted in the CPAN group for shifting to another CPAN port. After the CPAN configuration was completed by the CPAN team, MAC was received from both ends, and the media appeared to be OK. However, ping was still not successful from their router.
The media converter and power adaptor at SBI Baruipur Bazar Branch were also replaced with a new one.
The vendor was approached to check the issue at their local end.",,2025-10-20 00:00:00+00,2025-10-20 00:00:00+00
1dc875bb-f2fa-4706-8207-e3e2d68f59a8,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-10-30,"SBI Baruipur Bazar fault, LC Id- 1000122714, attended by BSNL team and SBI vendor(8017384766) also. Got mac from both side. Ping from directly connected laptop was successful but through router, ping not successful. Suspected Tejas equipment card issue, so directly connected through CPAN and router ping also successful after that. Circuit restored.",,2025-10-22 00:00:00+00,2025-10-22 00:00:00+00
4745b763-5beb-4b52-922a-bfd196fdcf93,0744dabb-6070-4945-bf65-6abdc06c0cb9,2026-01-03,<p>Hnv-Gdp 12F only 03 fibre was usable for system operation.Found fibre gtg damaged at 1.003 km most in underground portion.</p><p>506 m u/g portion of the cable replaced by overhead lay out between two J/C.</p><p>07 fibres retrieved out of 09. Now</a> total 10 cables ready for use upto GDP RSU.</p>,"[""Retrieval of OFC""]",2026-01-03 12:38:18.749923+00,2026-01-03 12:38:18.749923+00
55cc3c22-2ce8-4c0d-8998-ee6b455d8a0b,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-19,"<ol><li><p>Attended meeting held today under chairmanship of PGM TX to monitor the progress of QOS of TX Equipment and OF Network.</p></li></ol><ol start=""2""><li><p>Uploaded photos and videos at 8 places(4 photos and 1 video at each place) for 1400m route of JC near Narendrapur mission Exchange to JC at krishna Appartment BTS site on Transnet.</p></li></ol><p></p>","[""meeting"",""tbz""]",2025-12-19 00:00:00+00,2025-12-19 00:00:00+00
5d3fbd88-5b0d-49a1-a76d-f7a67816bb70,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-20,"<ol><li><p>Checked CPAN EMS, Tejas systems, CMTS CTD website, Prabal Plus, and Transnet for any faults. No tickets have been assigned till now on Prabal Plus. There is DL failure in CPAN EMS (a) CTD_HNV_<strong>HARINAVI</strong>_10.123.138.193_GNE/3.6<strong>-</strong>CTD_HNV_<strong>RAJPUR SARKARPARA</strong>_10.123.138.215/2.5 (b) CTD_HNV_<strong>RAJPUR SARKARPARA</strong>_10.123.138.215/1.5<strong>-</strong>CTD_HNV_<strong>BARENDRA PARA BTS</strong>_10.123.138.249/2.5. Also there was dockets in trnsnet(Docket ID: <strong>2822642</strong> and <strong>2822641</strong></p></li><li><p>Fault was due to Commercial Power Supply Failure. No Battery at the Site due to multiple Theft cases. Docket cleared on Transnet after site restoration.</p></li><li><p>written an email to SDE CMTS Jadavpur for frequent system failures of CPAN A1 have been observed at Rajpur Sarkarpara BTS, primarily due to repeated power outages and the non-availability of a battery power plant.</p></li><li><p>Measured optical fiber length at Harinavi End of two optical fiber HNV-BRL 48 F and HNV-BRL 24 F . Also updated the data on online transmission app.</p></li></ol><p></p>","[""sarkarpara"",""transnet"",""mail""]",2025-12-20 00:00:00+00,2025-12-20 00:00:00+00
